scenario_id,arrival_rate_mean,res_Pharmacist_amount,res_Pharmacist_cost,res_Technician_amount,res_Technician_cost,res_Pharmacy_Information_System_amount,res_Pharmacy_Information_System_cost,el_sid-532DCBA6-2EA6-435D-AA1E-8B5115299C25_duration,el_sid-582150C6-EBEA-4A55-8E1D-7F0CA0B8CA54_duration,el_sid-2A37B8CB-663C-4265-839A-282F772E84CD_duration,el_sid-E0879ACC-9536-498C-BA79-DA8902BE9B34_duration,el_sid-4AE2ED27-9C67-481A-9168-772F2443AC40_duration,el_sid-C12EBC64-C7FC-447C-B752-63144C613AE3_duration,el_sid-5C5825C2-B65C-45BE-A3ED-994F57BB36F6_duration,el_sid-6476CFCF-4619-47E1-AAB6-E759EBBCFA19_duration,el_sid-4C7E683B-8A7A-4FC5-9BFE-7E06CB00DD9A_duration,el_sid-B3B7EE72-DC71-4E7F-8294-7D1D0931D128_duration,el_sid-A8BB4918-B634-4771-B746-709A2319BB3A_duration,el_sid-8B110648-DDB2-4073-B0E5-58F8A11C3BC1_duration,el_sid-780ADF48-2A4E-474C-949B-400E8E093FAB_duration,kpi_total_cost,kpi_std_total_cost,kpi_cycle_time,kpi_std_cycle_time,kpi_waiting_time,kpi_std_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
16,13368.72,11,26.89,4,33.93,1,4.45,134.2,7.4,20.85,223.3,217.65,579.15,537.88,22.31,29.51,10.29,75.33,4348.65,76.11,36939.1219514639,589.04515985885,22354.538699344816,317.31236752783144,19162.56048804671,296.3767844441832,6,True,True,True,True
13,17792.24,11,94.64,7,28.47,1,23.88,101.34,34.68,24.68,253.04,171.92,508.12,446.18,19.37,43.37,20.31,91.83,8945.27,99.47,37288.76172704421,692.1660921450117,24799.883145680335,485.03956425254495,17739.91652806027,457.2045859554249,10,True,True,True,True
37,15406.67,8,24.52,6,56.28,1,13.45,147.56,11.79,6.27,224.23,274.15,452.84,298.04,56.48,31.5,17.24,149.1,1479.36,26.53,18395.936999725956,322.03983106253395,18498.67729530251,282.70237183702903,16872.507562753734,272.51741570161477,6,True,True,True,True
33,11538.09,6,103.82,5,28.02,2,11.54,119.3,12.37,14.84,60.49,191.14,103.78,626.29,13.3,39.21,5.51,61.39,4490.7,55.64,37921.69764339619,593.898456308916,22238.528425469325,235.44279670854974,19070.55868526737,254.72459332196956,5,True,True,True,True
26,12250.24,8,24.39,2,56.91,2,15.52,103.92,23.46,7.69,134.19,726.32,197.99,466.75,65.44,68.98,23.26,141.43,2650.43,54.21,36323.581640139826,546.1735573695801,23688.552059936912,441.8076778859508,22545.648570876023,381.82057884441764,7,True,True,True,True
30,8451.61,10,26.72,4,49.33,1,22.22,65.13,18.56,16.42,210.32,688.46,337.43,504.96,58.86,67.63,16.55,145.63,2358.32,141.04,43048.622153797114,692.695173410291,20603.21472046125,225.2923187463302,19078.24941049976,221.0708632416214,5,True,True,True,True
35,9968.55,11,106.36,4,71.65,1,4.02,81.11,31.53,22.99,89.01,736.76,96.52,138.19,48.62,18.41,7.36,66.07,3406.57,144.98,69761.5672338394,563.3391971469051,20961.4285757566,247.7424796899873,18999.491805448073,279.3065111503417,5,True,True,True,True
40,15788.99,2,107.01,6,15.76,1,23.37,83.94,24.96,19.34,75.37,521.47,120.05,253.06,60.9,22.82,11.77,92.34,4703.33,58.59,18788.01336894535,349.60434473524515,21059.242117792015,166.98314907884898,17474.53344752655,158.19153406763078,6,True,True,True,True
41,19119.14,11,29.9,7,64.1,1,11.35,88.44,16.67,17.06,264.99,332.83,395.47,704.56,15.68,21.93,16.26,45.85,4074.02,137.02,38843.402576088134,364.15157596997506,20758.687895743893,323.5766859646238,17067.859765314974,317.22525423821634,6,True,True,True,True
42,16443.25,9,99.14,4,55.93,1,24.49,119.9,10.04,13.46,281.54,525.64,319.48,469.39,16.02,51.79,11.45,136.53,2911.47,29.52,36006.384325134015,620.0229386182137,20419.650342878576,318.92430278853936,18029.254058333503,274.77121379304987,6,True,True,True,True
9,17873.2,12,75.0,3,60.98,2,23.22,132.41,6.84,13.18,64.42,123.54,591.58,318.83,56.44,58.67,20.43,148.27,8340.84,93.87,67098.50553117221,1286.3194056542497,29005.533127398703,944.0711572493407,23527.344931957996,867.2167439886641,16,True,True,True,True
27,15311.38,4,29.45,3,32.39,1,20.58,25.26,15.23,23.81,93.82,662.04,248.08,594.74,28.91,40.4,22.8,67.46,5985.12,136.16,32726.628884586415,464.1805892260084,26837.02036891318,589.0066534111592,23002.533741886095,695.6519500700349,13,True,True,True,True
39,12400.42,4,30.84,5,31.3,2,20.62,43.04,35.62,17.99,214.14,253.55,209.02,475.85,73.49,19.45,9.83,76.22,7522.48,88.4,48519.25736000319,881.3003633406912,25516.673158850284,277.61923716009073,20400.63417810251,198.39835606738075,7,True,True,True,True
6,12941.74,7,52.88,3,35.59,1,17.29,108.96,27.42,6.58,262.25,125.6,512.81,150.29,25.07,39.25,6.57,86.66,5521.32,133.14,40260.170866796434,701.2237013610526,26929.197646312594,848.2400941524115,23739.144740511772,838.2546676937686,15,True,True,True,True
43,14636.64,6,19.89,1,64.87,1,8.72,118.73,19.23,13.47,272.76,295.54,308.69,314.62,71.96,45.71,23.85,142.8,1695.26,119.91,25142.65630325166,303.13100843061807,25259.722367290316,471.3822234042847,25194.638632174265,462.4563350863467,6,True,True,True,True
12,8674.74,12,35.89,8,23.3,2,8.84,108.48,34.23,22.02,184.45,187.32,306.12,414.93,70.43,23.84,23.88,134.91,8521.42,133.82,59526.429385430434,893.0515500991322,26173.71927272802,557.7697059023872,20137.152449477053,456.828631490663,8,True,True,True,True
24,9854.49,10,72.31,4,43.9,1,15.96,134.14,29.39,21.23,151.3,714.06,500.68,145.91,32.94,23.09,13.22,70.8,6850.69,34.35,73518.6696598996,1011.6890498128847,32288.88757622993,517.361460488653,28328.62152515699,583.2977565207847,7,True,True,True,True
36,7632.4,6,102.47,4,37.41,2,14.73,91.46,13.75,6.99,150.94,534.07,205.28,244.96,42.51,59.96,17.29,82.04,3513.16,77.56,60680.4645551485,1019.3784902560442,22793.80991251957,406.697974896398,21037.34288991376,447.78961914740654,7,True,True,True,True
45,13460.99,10,90.16,5,63.14,2,20.37,124.31,18.87,18.1,259.7,576.22,581.89,631.0,66.51,14.96,6.52,29.55,4614.26,43.39,62037.04330392892,987.9776186501391,22414.61863425029,348.0247263961652,18763.198050536284,264.2804558590129,6,True,True,True,True
20,9109.13,4,29.5,4,44.92,1,5.5,36.47,27.86,13.42,116.16,310.18,122.5,632.38,12.31,17.61,16.97,40.89,6074.05,61.44,80021.66984985676,986.5933018427306,33254.11021475743,688.8760506612447,29779.2365464951,684.3220855800633,9,True,True,True,True
47,15965.76,7,61.96,7,18.53,1,10.74,49.24,22.16,7.76,247.83,468.91,403.88,315.51,57.01,24.2,5.29,38.17,8654.117,114.81,32494.41500178889,555.5511691485078,24417.80748370753,605.3000111495061,17911.947451215074,485.6266874929995,11,True,True,True,True
52,14094.08,4,67.1,5,12.4,1,24.34,74.16,13.68,23.88,167.39,193.81,591.32,428.37,37.77,16.57,22.11,121.88,2856.06,55.7,14051.783795772852,164.39858129801385,19696.053426353767,378.594532183142,17348.826864551644,347.854512444681,7,True,True,True,True
50,16643.23,9,69.78,7,73.33,2,17.59,32.19,18.67,9.59,148.12,326.93,152.17,484.73,68.2,49.78,11.85,31.74,3297.96,65.79,40345.89064274894,655.1176443216525,19894.38447591987,460.47518061407794,17062.398234860397,469.9925644298022,11,True,True,True,True
51,18945.25,12,42.09,3,26.02,2,8.55,125.52,19.29,14.33,247.32,216.9,299.12,253.31,37.86,48.55,16.7,30.87,4162.59,45.41,20959.627414470066,249.17120982242483,21392.50309512955,462.6409090147566,18461.422917966134,436.63058337657503,8,True,True,True,True
55,17308.94,10,38.64,7,26.5,2,19.82,112.73,8.14,14.31,199.68,146.64,137.18,490.93,43.98,35.33,14.99,27.04,5886.56,46.29,28959.08314756537,521.8251027010899,22179.166506798698,514.0030626787536,17434.30242792345,403.96031960130045,8,True,True,True,True
49,10338.38,11,55.04,5,51.29,2,4.29,121.82,22.04,6.34,205.77,354.52,566.48,131.82,20.89,14.5,12.26,36.71,5819.15,109.73,76308.04716720986,1075.2832011091537,23611.77285618449,347.3237732007445,19815.597630312106,350.9512422151552,6,True,True,True,True
59,13678.05,10,29.05,7,35.78,1,7.37,24.73,9.27,23.62,226.02,188.92,501.02,273.17,18.92,34.09,6.57,122.81,3229.7,104.89,29467.90276000311,303.01084558495705,19579.64436741689,278.58893744099083,16946.71391443775,243.42587773720837,5,True,True,True,True
22,10390.25,9,26.37,2,53.15,1,24.74,131.3,7.62,15.66,60.64,420.72,205.11,385.17,18.5,69.64,7.93,88.53,4560.84,90.09,61846.582869543374,709.6449258340177,46997.85086465385,1190.117271950169,45196.360668595225,1096.9810576838604,9,True,True,True,True
63,13267.18,12,36.59,8,43.83,1,7.62,70.32,19.03,24.78,170.96,234.35,265.01,439.06,16.91,36.1,22.31,89.06,1630.05,76.88,22050.207783543887,136.1655759976263,18382.14119794271,360.86832663420176,16671.481400516725,348.54257039080187,7,True,True,True,True
48,10707.34,7,66.55,5,55.75,2,22.13,98.32,30.31,8.42,69.55,419.46,186.54,541.52,56.73,31.21,20.0,82.49,6774.41,43.31,86528.23155041494,755.5491970027034,26608.84735362521,520.519214129756,22114.240843015014,564.3681933168743,9,True,True,True,True
62,13998.4,8,91.78,6,30.13,1,23.45,88.72,32.04,8.95,53.33,255.59,155.79,518.58,39.27,52.18,10.77,27.2,5700.61,79.16,39913.17454526768,424.68090471945953,22507.604606755853,325.06331402988513,18147.157978036972,344.0016040283435,6,True,True,True,True
57,15109.88,11,97.5,4,33.44,1,7.29,78.08,15.16,11.08,169.6,717.7,373.17,164.75,27.83,43.06,20.73,98.21,6601.0,137.4,41730.281335523316,787.4909909012829,23846.810748742544,515.5097885748092,19457.44491538472,471.3356389078894,9,True,True,True,True
58,9538.83,8,40.97,8,25.13,2,6.95,62.47,22.59,23.43,116.05,718.84,227.48,713.73,67.73,25.01,4.18,35.56,7815.75,82.35,53460.859752164506,321.80843094342924,25086.691436431724,353.01305180759107,19338.877160266606,336.9409869228685,6,True,True,True,True
64,18960.88,11,24.21,5,32.07,2,5.78,148.16,10.74,4.71,188.01,557.09,579.83,438.12,61.41,47.62,20.51,27.73,1670.83,30.8,15165.152867301584,126.55459163283813,18673.88718267615,363.52078722167875,16799.52676239337,351.33565804122145,7,True,True,True,True
66,18667.45,4,24.89,6,51.33,2,21.83,36.96,20.49,23.08,181.49,206.96,211.71,210.02,27.98,28.58,17.46,35.67,8524.59,118.46,52510.96072978149,1149.6299217149276,24072.03776197596,281.1435853212423,17757.274501863754,295.07574911867476,8,True,True,True,True
61,10509.46,10,81.42,7,56.68,1,24.94,149.76,12.06,18.39,200.37,481.07,216.41,169.02,64.86,13.41,24.37,110.99,8300.97,112.24,106879.13651849558,906.509341764522,24967.499223978448,326.8807585784688,19199.30316154921,354.342283148681,6,True,True,True,True
68,12142.85,7,81.65,7,51.45,2,18.55,40.41,25.28,7.73,236.76,716.03,252.67,385.47,48.03,69.94,6.09,50.98,2055.1,35.13,33040.5638767585,689.7384296087007,19063.196656540204,269.088527825545,17107.4285610466,243.1136078831372,7,True,True,True,True
69,13568.53,9,99.74,5,58.29,2,21.15,92.62,6.27,18.25,225.89,726.13,101.76,638.19,54.95,16.3,15.29,114.86,3658.5,60.12,49001.62313876334,452.2086057987702,20968.564804448968,262.739397961927,18037.213335818862,318.13596835126117,6,True,True,True,True
70,10603.91,5,48.45,6,72.81,2,13.62,50.15,30.7,8.9,134.81,227.27,214.45,571.82,22.6,17.29,10.78,53.09,7551.33,104.52,112993.7189044081,1982.513028429461,25394.78913097378,241.77427976255433,20049.136732790037,329.309065886685,6,True,True,True,True
74,18231.52,6,81.92,5,54.16,1,15.02,24.5,36.52,20.34,290.43,508.51,493.68,216.1,68.79,24.77,11.47,80.1,5304.36,128.4,41099.63909332558,623.775929045065,21637.905974916055,176.63905654102575,17607.06614500809,199.84452442073248,5,True,True,True,True
17,17499.36,3,70.71,2,35.19,1,12.1,77.95,29.2,4.32,200.24,172.75,515.5,477.55,50.39,23.28,13.7,80.94,7600.83,49.6,39393.03161838276,752.1816692524081,43440.78698211979,2290.9034897005745,38892.274541814535,2270.7048187514824,36,True,True,True,True
76,16924.02,7,82.49,8,57.42,2,10.49,94.78,13.03,11.35,62.29,324.72,253.35,139.7,26.35,69.85,22.72,138.07,2782.37,83.15,30269.037021335844,474.72350846395744,18995.932801112933,169.8876043280063,16707.987181877386,177.4085157223942,5,True,True,True,True
77,16621.09,8,41.05,5,33.07,2,12.19,124.96,17.77,20.62,200.2,202.37,534.89,565.52,22.13,22.2,11.42,38.61,7147.07,73.48,36024.70398350958,458.7039045389622,24141.801510551926,313.1758323642142,18729.995659422322,374.7630694560295,7,True,True,True,True
54,8253.41,5,25.53,5,48.38,2,13.56,108.13,35.18,23.56,227.35,210.39,483.61,638.81,71.48,53.78,21.35,27.14,6125.43,144.15,87285.09159931024,1080.7489385911097,30778.492036399388,841.1666745910798,26906.463703349447,799.0872774404502,12,True,True,True,True
71,8713.19,7,89.91,5,51.99,2,4.96,89.92,24.66,4.82,142.96,317.7,554.89,463.27,70.22,22.06,8.25,75.33,5451.09,121.86,83978.10812617482,1494.6604268790268,25728.611716764888,603.6124969323286,22269.133552705818,602.6686136958422,10,True,True,True,True
78,11170.12,4,66.96,8,64.74,1,15.96,71.85,24.3,18.14,110.56,569.8,533.83,703.41,19.18,70.85,10.12,84.65,5039.35,75.18,76656.18475641473,1236.6471367051397,22213.765265059334,235.36616686709337,18076.683990489495,181.78230533780155,6,True,True,True,True
81,11396.58,2,104.19,2,50.46,1,14.56,82.64,14.76,4.95,228.74,377.59,262.38,601.01,25.05,24.49,12.98,135.11,1761.13,28.14,33201.08323277281,379.0165852320232,21377.67068927538,404.0844700966899,20597.1640599847,362.2037671189363,7,True,True,True,True
32,7329.61,11,53.64,5,32.34,2,24.42,145.82,32.15,13.65,184.72,498.77,301.86,378.61,21.6,26.69,23.0,81.86,8711.13,32.4,95432.49386466276,588.7510740292408,46259.92818663926,1287.6312155574058,40794.068112760055,1199.0827468081443,11,True,True,True,True
82,19764.94,9,38.57,7,73.75,2,23.72,52.22,35.99,7.04,138.61,663.48,148.68,598.65,20.69,37.71,13.61,88.0,3887.66,108.79,38432.25100986495,926.8085729279863,20230.627429178603,423.7671909405143,16818.91657889459,395.9525919341283,9,True,True,True,True
84,15821.66,3,88.81,8,67.69,1,19.44,105.75,14.91,21.64,144.63,381.96,274.59,328.09,46.47,38.8,21.55,56.23,3792.56,70.16,42807.91063865427,929.9802705793676,20305.388478734974,439.516895317847,17108.821922261566,453.055785158584,10,True,True,True,True
38,12163.55,5,86.08,2,51.98,1,4.83,129.22,19.8,14.18,66.54,583.41,297.06,369.12,37.61,64.47,17.11,48.45,5854.04,111.01,62883.58922097692,698.0081437810668,52700.68607121581,2357.4049784343265,49872.28311326816,2411.01323962271,25,True,True,True,True
73,12265.65,10,43.38,3,74.06,2,4.67,131.69,32.57,19.19,74.12,405.33,154.47,606.51,32.45,19.24,4.33,33.35,8179.13,73.94,108781.15462465707,1568.5722265813922,44401.34435046631,1684.121452187926,39308.09176426298,1712.7589367947962,21,True,True,True,True
65,5653.76,8,53.42,5,26.41,2,16.48,59.14,10.54,4.22,54.48,714.95,284.9,516.45,42.47,34.9,24.98,91.56,4755.38,27.55,65332.78923196735,766.5740608419441,34373.12392316061,891.0465039225538,32101.56486507319,913.482553097643,11,True,True,True,True
87,13425.73,2,34.29,7,42.29,1,7.96,91.93,29.02,10.33,48.86,150.09,541.43,469.59,27.69,37.05,8.18,64.16,6675.71,65.82,52107.71268342522,886.8562260411408,22981.1962793242,297.33545953917456,17922.691539304837,322.2485172374577,6,True,True,True,True
89,13500.29,4,87.09,7,13.24,2,22.92,122.06,15.32,7.72,286.64,682.29,559.51,591.62,32.68,31.28,10.88,72.49,5627.5,138.62,25596.48814753931,377.7603679587461,22760.89398136739,108.68770639714579,18210.72720748105,102.73625771695478,5,True,True,True,True
88,8012.74,12,83.06,6,55.4,1,6.57,45.78,12.49,5.27,218.54,505.05,528.39,694.4,46.67,31.81,22.68,139.51,7769.84,33.57,128890.01240739677,1148.0623917303874,32908.33375313135,339.0069649950809,27616.872939170804,361.30656011989294,5,True,True,True,True
90,10479.14,3,67.0,6,38.36,2,6.63,112.18,19.09,4.01,259.02,440.34,443.0,644.36,15.94,19.6,11.69,138.11,8003.23,107.83,78487.9718757953,1691.5369816837044,26641.565087619798,505.2473224275552,20909.212449705563,487.8327466461526,8,True,True,True,True
91,9153.78,5,95.43,8,30.43,2,23.0,59.81,18.55,16.05,258.72,677.7,372.36,621.53,16.22,36.31,9.6,93.19,4282.91,111.29,56197.06435884202,770.0508629383563,21596.678965508712,205.61167509575253,18225.864330534037,239.64962691997675,5,True,True,True,True
11,6859.27,10,74.84,4,13.81,1,23.49,32.87,35.87,17.06,176.87,537.59,165.54,542.33,44.28,46.59,8.29,84.94,5912.46,125.08,43557.068640609235,705.5826369860689,44825.24357142571,1793.9601271883532,41805.41081509393,1827.826864104823,21,True,True,True,True
93,19584.53,8,61.41,5,39.39,2,5.19,146.48,30.07,4.69,299.88,214.25,525.48,269.27,24.1,14.85,20.85,145.7,5837.94,43.45,31864.620756017262,724.8024861190949,22253.51437161852,366.1305443876696,17659.915375574066,355.9717621422389,9,True,True,True,True
95,12990.63,2,39.37,8,35.98,1,14.01,44.38,30.98,12.75,173.99,301.62,279.39,470.84,28.81,53.75,4.64,141.44,7291.39,84.54,52632.403534887846,832.4019257971817,23321.184198490304,362.46019462314945,17829.588808424134,348.9948539087717,7,True,True,True,True
75,8117.38,4,80.77,2,55.11,2,19.78,140.78,33.3,4.26,255.41,134.28,592.99,637.5,65.13,54.03,24.66,68.11,2788.4,138.36,72093.60957210064,914.530713720575,42126.97591488386,1953.4351678262233,41330.334975562066,2000.394913096103,25,True,True,True,True
44,6770.1,11,56.35,3,73.06,2,22.0,44.54,27.35,16.95,151.67,711.97,456.65,622.36,68.75,24.42,21.75,92.82,3717.68,58.85,107513.06378451436,1702.5474186400293,41458.319574194174,1806.4099686429831,40022.20714944286,1858.0042004044212,24,True,True,True,True
96,15778.16,10,69.81,6,42.86,2,18.38,35.68,34.64,8.88,94.57,206.13,568.91,383.84,21.88,53.68,4.25,142.28,5047.83,29.81,39811.5024402302,610.3682886688794,21340.614189798594,414.5755817203271,17492.804411055848,449.33951207000854,10,True,True,True,True
94,8509.11,12,86.23,7,14.88,1,9.5,95.1,15.63,24.41,251.67,670.15,334.65,442.98,22.13,32.97,6.98,87.59,5192.58,76.1,44074.343157469535,210.48346810189838,22673.173753557247,288.2566176971592,18979.69552702574,405.67885408884354,8,True,True,True,True
98,18963.28,10,24.82,7,30.34,2,11.35,59.24,15.15,12.28,53.92,274.92,308.98,539.85,47.69,13.67,9.86,144.33,4632.51,135.79,19638.779439794038,490.09772430918076,20932.874301114756,374.2072983340389,17115.88603566879,328.79017856347014,10,True,True,True,True
97,14962.96,3,67.09,4,73.64,2,19.68,28.2,17.03,18.43,90.59,377.33,124.5,125.21,29.08,35.69,15.44,29.7,6754.69,75.14,71819.15159571842,1496.7932805959258,24107.361288947122,325.1057432846046,19755.184298737695,186.5579842425,7,True,True,True,True
99,12464.56,10,66.38,5,73.25,2,15.93,60.14,20.73,16.81,109.96,314.95,232.22,709.82,35.81,14.56,18.75,136.12,6154.11,99.49,89031.31784673834,455.4925977941592,23910.016565477235,276.58203901318336,19461.983591301578,278.5363093977444,5,True,True,True,True
100,17349.48,3,45.3,5,14.71,2,16.53,123.57,27.68,7.99,119.75,516.44,398.36,747.34,43.62,43.13,24.55,64.56,7482.9,75.47,24492.85936242708,426.24905741813023,24270.20955773837,461.1060256671308,18523.592283944523,432.82384933216787,8,True,True,True,True
104,17402.69,5,38.42,6,19.9,2,19.83,116.63,26.32,21.31,183.65,596.2,206.43,350.65,28.72,47.29,9.58,31.62,5224.69,82.22,20274.200265730273,473.0830370062133,21659.784603471067,311.6508601239608,17483.844479315707,312.78515733153273,9,True,True,True,True
101,18961.46,9,92.16,3,49.25,2,23.38,133.54,36.66,8.72,219.59,416.77,546.98,365.89,34.34,33.86,11.79,55.55,7625.25,83.29,49273.820316239835,907.3529445717337,27070.75749488641,657.1480637952079,21878.154382322657,631.4359169672459,12,True,True,True,True
105,14427.2,12,27.14,8,43.92,1,8.33,135.3,25.28,9.99,232.89,245.29,260.03,407.2,43.15,61.56,16.72,71.89,3099.14,71.5,31261.262788232892,343.07640045132456,20041.798889682883,261.7464835934305,17237.909899105052,212.63591641918413,5,True,True,True,True
34,5009.82,3,40.94,7,53.02,1,20.56,134.97,22.41,24.25,218.8,599.38,533.72,693.89,19.34,70.29,10.55,103.06,6890.31,131.79,185016.8400003399,2347.759676830156,41235.04381090231,1300.8130904032053,36754.22757429594,1338.8004960097858,16,True,True,True,True
108,17661.51,12,29.14,6,34.09,2,5.59,84.04,19.9,16.98,187.8,378.32,599.53,337.59,26.04,65.53,16.61,137.71,7133.37,135.98,36077.02116319508,327.76743464912005,23103.849000245526,360.29900673578595,17631.367375041005,299.1923571383698,6,True,True,True,True
107,14580.76,12,65.51,4,58.29,2,5.61,76.37,11.27,21.15,103.69,146.16,455.52,296.39,31.84,69.98,23.46,54.45,8143.96,37.75,75960.05434286449,1059.3700202682073,26536.747372428308,302.2808931686422,21089.37991960555,384.962250336383,6,True,True,True,True
106,19538.76,6,29.6,1,41.25,1,6.91,65.03,16.13,5.16,65.28,734.31,244.78,569.23,37.15,55.53,9.47,35.71,1474.05,77.65,13106.634506064363,238.81632789543193,21269.687138988353,738.5628323831286,20845.463982178677,771.7762130847377,16,True,True,True,True
109,13024.57,5,88.88,7,32.89,1,8.08,43.08,23.09,24.99,179.14,539.4,479.16,724.39,20.45,52.48,6.3,120.22,1972.83,137.14,25849.964444021058,469.1025607264554,19240.711121843844,338.91619899838827,17152.961981017415,305.0419147828229,7,True,True,True,True
110,18767.82,8,85.33,5,43.64,1,22.4,32.67,9.08,13.36,114.72,160.52,342.97,395.9,56.91,36.21,21.71,127.31,6164.93,122.34,38078.38599344145,569.2226739057294,22644.15314667913,393.97216526498505,18027.357575945793,326.12781023593436,7,True,True,True,True
102,7325.87,7,95.85,5,30.73,1,13.74,136.31,37.29,9.09,135.08,610.91,561.82,701.01,22.23,57.72,7.07,30.82,5771.57,38.32,77823.34466140499,766.7084369214655,32673.545236618906,307.71471603289126,29140.193056915257,345.1383645107393,5,True,True,True,True
