scenario_id,arrival_rate_mean,res_Pharmacist_amount,res_Pharmacist_cost,res_Technician_amount,res_Technician_cost,res_Pharmacy_Information_System_amount,res_Pharmacy_Information_System_cost,el_sid-532DCBA6-2EA6-435D-AA1E-8B5115299C25_duration,el_sid-582150C6-EBEA-4A55-8E1D-7F0CA0B8CA54_duration,el_sid-2A37B8CB-663C-4265-839A-282F772E84CD_duration,el_sid-E0879ACC-9536-498C-BA79-DA8902BE9B34_duration,el_sid-4AE2ED27-9C67-481A-9168-772F2443AC40_duration,el_sid-C12EBC64-C7FC-447C-B752-63144C613AE3_duration,el_sid-5C5825C2-B65C-45BE-A3ED-994F57BB36F6_duration,el_sid-6476CFCF-4619-47E1-AAB6-E759EBBCFA19_duration,el_sid-4C7E683B-8A7A-4FC5-9BFE-7E06CB00DD9A_duration,el_sid-B3B7EE72-DC71-4E7F-8294-7D1D0931D128_duration,el_sid-A8BB4918-B634-4771-B746-709A2319BB3A_duration,el_sid-8B110648-DDB2-4073-B0E5-58F8A11C3BC1_duration,el_sid-780ADF48-2A4E-474C-949B-400E8E093FAB_duration,kpi_total_cost,kpi_std_total_cost,kpi_cycle_time,kpi_std_cycle_time,kpi_waiting_time,kpi_std_waiting_time
10,2383.53,4,96.29,4,21.4,13,6.85,110.82,19.4,24.1,133.23,482.73,512.86,211.35,58.97,69.11,21.92,146.2,3877.91,100.34,527.2420179393213,50.436517226542236,7161.330445941833,2911.259114829708,13.91,1.7700938741299352
11,663.3,12,74.84,8,13.81,8,23.49,32.87,35.87,17.06,176.87,537.59,165.54,542.33,44.28,46.59,8.29,84.94,5912.46,125.08,953.0861905037954,73.32439084158655,10246.447771595333,1734.718144374964,45.37,3.341369101842458
12,917.46,15,35.89,15,23.3,9,8.84,108.48,34.23,22.02,184.45,187.32,306.12,414.93,70.43,23.84,23.88,134.91,8521.42,133.82,771.1114514761628,75.23812909249374,12042.193797532138,1885.8615269612806,36.22,2.7324462714319977
13,2193.91,13,94.64,13,28.47,3,23.88,101.34,34.68,24.68,253.04,171.92,508.12,446.18,19.37,43.37,20.31,91.83,8945.27,99.47,522.9773291796571,112.06829005747879,12110.413784386223,2543.167740777613,15.54,1.7547626389890796
14,2123.61,10,84.41,6,66.19,6,15.52,120.05,20.72,16.02,64.02,527.53,296.97,264.09,52.96,30.82,22.72,77.1,1673.0,133.79,750.4110605081145,91.37476907713537,7503.572615224502,2946.2449027220705,16.64,1.9670004852797847
15,1836.21,11,50.55,13,14.82,7,7.07,114.57,20.4,24.49,260.64,469.72,105.24,365.55,26.6,71.52,23.08,145.88,7362.16,98.06,622.6734746215213,70.06224709594741,11296.561428755602,2685.397744450388,18.78,2.1252688481149105
16,1574.62,13,26.89,7,33.93,1,4.45,134.2,7.4,20.85,223.3,217.65,579.15,537.88,22.31,29.51,10.29,75.33,4348.65,76.11,906.8788918785077,60.36002126168918,8860.257315925137,2362.567490679417,21.61,2.360855006906685
17,2152.91,2,70.71,3,35.19,1,12.1,77.95,29.2,4.32,200.24,172.75,515.5,477.55,50.39,23.28,13.7,80.94,7600.83,49.6,313.69360752258103,32.57804876381672,9567.378784276078,2092.8362052583093,12.58,1.4154986272110488
18,1226.16,4,44.54,11,17.21,15,15.84,105.18,20.97,6.57,233.52,691.66,573.95,584.96,54.37,52.17,17.15,24.93,2427.57,93.39,559.6777225754888,43.1805786582937,4876.50292079874,1557.565160412384,23.69,1.7214921880552794
19,1269.97,6,43.88,14,15.78,7,19.08,122.4,15.82,23.24,158.0,378.11,455.66,392.77,39.84,69.83,5.88,81.92,5517.81,144.23,700.3627280201218,50.04546437648149,8221.811811396476,1937.7449132934028,24.48,1.9513269248582534
20,978.28,4,29.5,7,44.92,4,5.5,36.47,27.86,13.42,116.16,310.18,122.5,632.38,12.31,17.61,16.97,40.89,6074.05,61.44,1055.2134736535777,63.70971913546533,8902.431876323015,1591.4570802519195,31.23,2.140777730856077
21,2019.94,6,85.08,10,17.61,5,24.6,77.35,36.19,18.2,217.36,745.43,526.35,259.66,23.64,33.45,17.78,24.03,5010.1,100.4,443.2497025984838,64.36029032739232,8544.801069532703,2511.4515644719204,16.69,1.8515349897265834
22,1157.64,10,26.37,3,53.15,1,24.74,131.3,7.62,15.66,60.64,420.72,205.11,385.17,18.5,69.64,7.93,88.53,4560.84,90.09,1059.4990728974026,44.25650024809991,10769.607613796486,2259.0046390567654,24.83,2.644051834024836
23,1838.69,7,30.16,10,19.16,2,21.92,49.42,28.57,13.88,135.99,160.23,247.93,460.39,55.07,58.79,17.74,131.27,1536.94,55.92,470.6824536098759,39.08917461472186,7931.23135652843,2520.508943533744,19.11,1.9116601278586223
24,1082.63,12,72.31,7,43.9,7,15.96,134.14,29.39,21.23,151.3,714.06,500.68,145.91,32.94,23.09,13.22,70.8,6850.69,34.35,658.7731345645301,91.7747416456719,9993.399450604691,1673.1181550765853,30.32,2.4115881853578514
25,730.14,13,38.47,1,35.19,3,8.05,148.85,9.82,8.74,279.04,342.91,169.95,496.02,61.76,38.06,6.9,94.23,6175.68,33.22,1073.4797742715707,64.75852399558974,13464.483987616877,4134.25904061003,13.48,3.003297850663164
26,1418.03,9,24.39,4,56.91,12,15.52,103.92,23.46,7.69,134.19,726.32,197.99,466.75,65.44,68.98,23.26,141.43,2650.43,54.21,502.33403864962236,44.592103281901665,7890.735962999923,2317.064552759599,23.76,2.5470125102309034
27,1846.59,4,29.45,5,32.39,7,20.58,25.26,15.23,23.81,93.82,662.04,248.08,594.74,28.91,40.4,22.8,67.46,5985.12,136.16,386.22666065699036,31.37382791765901,10335.884605759775,2368.0677792406855,18.55,1.9141947168826412
28,2166.96,4,90.36,14,14.03,3,10.92,134.38,22.78,20.49,254.16,634.55,581.14,231.82,44.74,13.06,11.23,99.99,6995.27,61.02,522.7707762553556,53.28662783641278,9541.315248523271,2552.972036771323,14.61,1.3845832250430838
29,500.05,9,67.07,8,28.71,9,4.44,73.62,6.74,9.0,203.63,739.16,414.24,650.39,38.54,71.99,10.76,58.37,8785.52,101.33,973.8573491028599,71.39085161387527,11160.995458338071,1904.5017032971257,34.64,3.359052295400047
30,886.23,12,26.72,7,49.33,4,22.22,65.13,18.56,16.42,210.32,688.46,337.43,504.96,58.86,67.63,16.55,145.63,2358.32,141.04,617.95887865442,53.8970852638914,7221.405976546253,1574.34128161347,36.48,2.6149531158282358
31,2273.69,8,81.57,2,41.77,6,4.83,30.45,36.83,10.35,295.93,564.2,309.89,299.46,31.04,65.08,14.87,99.01,8957.73,41.88,381.6530493612949,64.98676138515442,14855.063881090917,3475.678315676537,10.39,1.9116601278586223
32,729.14,13,53.64,9,32.34,10,24.42,145.82,32.15,13.65,184.72,498.77,301.86,378.61,21.6,26.69,23.0,81.86,8711.13,32.4,1095.1945023634573,78.24224940828842,11657.958326920167,1579.43782888533,36.59,2.458113754959935
33,1318.33,6,103.82,9,28.02,8,11.54,119.3,12.37,14.84,60.49,191.14,103.78,626.29,13.3,39.21,5.51,61.39,4490.7,55.64,840.6910480898723,83.73601942210578,8569.619378593961,2097.838706247412,24.73,1.9480889366377774
34,404.37,2,40.94,14,53.02,2,20.56,134.97,22.41,24.25,218.8,599.38,533.72,693.89,19.34,70.29,10.55,103.06,6890.31,131.79,1318.9341029756279,85.8757538883973,7860.892817430155,596.8301615901305,58.51,3.255128044464393
35,1098.6,13,106.36,7,71.65,1,4.02,81.11,31.53,22.99,89.01,736.76,96.52,138.19,48.62,18.41,7.36,66.07,3406.57,144.98,1381.454456689831,122.66975847962672,8219.215059119342,1907.078108976928,31.32,2.3436137165764444
36,771.54,7,102.47,6,37.41,14,14.73,91.46,13.75,6.99,150.94,534.07,205.28,244.96,42.51,59.96,17.29,82.04,3513.16,77.56,1190.575743584043,83.98465618808979,6139.494726625091,1346.5665971951323,39.34,2.4255375328434567
37,1859.93,10,24.52,10,56.28,5,13.45,147.56,11.79,6.27,224.23,274.15,452.84,298.04,56.48,31.5,17.24,149.1,1479.36,26.53,385.0572708436354,51.32379915204211,7539.031399773755,3003.81833753676,18.82,1.9142211011903572
38,1405.9,5,86.08,4,51.98,2,4.83,129.22,19.8,14.18,66.54,583.41,297.06,369.12,37.61,64.47,17.11,48.45,5854.04,111.01,599.2930057689051,56.63285347482504,8954.186742819218,1973.213953958894,21.37,1.7846426799080803
39,1439.06,4,30.84,9,31.3,12,20.62,43.04,35.62,17.99,214.14,253.55,209.02,475.85,73.49,19.45,9.83,76.22,7522.48,88.4,474.755585738658,41.86780451026165,9573.078563163783,1720.611562219498,21.23,1.63827329647388
40,1913.46,1,107.01,11,15.76,8,23.37,83.94,24.96,19.34,75.37,521.47,120.05,253.06,60.9,22.82,11.77,92.34,4703.33,58.59,274.4127078843647,27.66553755205833,5652.49521165167,1536.753204377817,15.44,1.0475560783909077
41,2379.68,13,29.9,12,64.1,6,11.35,88.44,16.67,17.06,264.99,332.83,395.47,704.56,15.68,21.93,16.26,45.85,4074.02,137.02,708.4629591196503,60.389497715420625,9092.073906895308,3278.4448883758428,14.49,1.8118298134006057
42,2005.05,10,99.14,7,55.93,4,24.49,119.9,10.04,13.46,281.54,525.64,319.48,469.39,16.02,51.79,11.45,136.53,2911.47,29.52,901.5764644353408,116.90148632269758,7718.162391330168,2909.279157393016,17.05,2.100384765136179
43,1752.13,7,19.89,1,64.87,7,8.72,118.73,19.23,13.47,272.76,295.54,308.69,314.62,71.96,45.71,23.85,142.8,1695.26,119.91,387.4021759201782,36.530239257347745,7593.46846704571,2590.792003403504,17.32,2.009472517348719
44,650.81,13,56.35,4,73.06,9,22.0,44.54,27.35,16.95,151.67,711.97,456.65,622.36,68.75,24.42,21.75,92.82,3717.68,58.85,1048.4499721482168,79.57473849293638,10028.011074002821,2012.271840470108,37.36,3.557663516547018
45,1587.54,11,90.16,8,63.14,9,20.37,124.31,18.87,18.1,259.7,576.22,581.89,631.0,66.51,14.96,6.52,29.55,4614.26,43.39,900.8525363105659,135.27352555680702,9482.589124918,2297.8883316850183,21.18,1.9611375795850239
46,2278.75,4,43.76,2,51.18,3,5.78,103.28,22.11,19.72,173.78,620.79,464.1,161.88,18.62,32.54,21.7,46.82,5059.38,109.8,442.4389065276978,40.34742834813385,8592.082898159242,2918.0900418751376,13.41,1.652026609710606
47,1938.21,9,61.96,12,18.53,2,10.74,49.24,22.16,7.76,247.83,468.91,403.88,315.51,57.01,24.2,5.29,38.17,8654.17,114.81,895.7685879933487,66.88891655337866,12241.605563373061,2133.984869580439,17.84,1.6920491432078155
48,1202.03,8,66.55,9,55.75,15,22.13,98.32,30.31,8.42,69.55,419.46,186.54,541.52,56.73,31.21,20.0,82.49,6774.41,43.31,926.1039904630509,85.92702566039232,10643.85575282896,2090.114279052336,27.8,2.5858980426282643
49,1150.37,13,55.04,9,51.29,14,4.29,121.82,22.04,6.34,205.77,354.52,566.48,131.82,20.89,14.5,12.26,36.71,5819.15,109.73,1377.9719680586857,100.90671035596644,9586.772407981707,1805.1500782345101,29.14,2.3699294623607803
50,2033.05,11,69.78,13,73.33,13,17.59,32.19,18.67,9.59,148.12,326.93,152.17,484.73,68.2,49.78,11.85,31.74,3297.96,65.79,729.6305847515872,95.02067439728219,8235.675168149844,3093.704822169809,17.1,2.1858128414340006
51,2355.34,15,42.09,5,26.02,13,8.55,125.52,19.29,14.33,247.32,216.9,299.12,253.31,37.86,48.55,16.7,30.87,4162.59,45.41,647.3020109806235,50.24294067916982,8540.334830334734,2894.801575515523,14.72,1.7295997084629584
52,1676.17,4,67.1,9,12.4,6,24.34,74.16,13.68,23.88,167.39,193.81,591.32,428.37,37.77,16.57,22.11,121.88,2856.06,55.7,346.8950523972555,38.650641003166065,6071.274518316181,2007.479281015751,18.49,1.6298664504997478
53,419.13,11,49.29,11,70.78,6,18.0,127.23,37.45,20.14,123.93,497.9,187.79,684.99,56.39,62.76,5.7,110.74,7516.47,136.04,1442.3218382195232,86.36972155938214,9970.531449234613,1587.6355106115034,49.32,3.609415297230119
54,858.48,5,25.53,8,48.38,12,13.56,108.13,35.18,23.56,227.35,210.39,483.61,638.81,71.48,53.78,21.35,27.14,6125.43,144.15,476.7756207620573,40.920285865279126,7753.8031089033675,1252.640443251451,33.57,2.0804768295714897
55,2126.25,11,38.64,14,26.5,9,19.82,112.73,8.14,14.31,199.68,146.64,137.18,490.93,43.98,35.33,14.99,27.04,5886.56,46.29,798.3016991654373,59.56543186821288,10025.523354951401,2857.047602983114,16.43,2.0163723802307887
56,1905.62,6,110.69,1,57.65,1,8.95,100.44,24.55,9.48,197.56,672.9,524.52,340.96,24.53,57.13,15.62,52.22,6866.59,119.54,445.78803818974137,64.80784632036274,13410.542991288894,4412.473298134746,8.49,2.027562601008931
57,1818.38,13,97.5,8,33.44,4,7.29,78.08,15.16,11.08,169.6,717.7,373.17,164.75,27.83,43.06,20.73,98.21,6601.0,137.4,853.5452269977729,106.61768018400036,10419.90152475755,2705.965348157324,19.07,1.7823772571677092
58,1038.44,9,40.97,14,25.13,10,6.95,62.47,22.59,23.43,116.05,718.84,227.48,713.73,67.73,25.01,4.18,35.56,7815.75,82.35,684.0238623157269,70.40512273780364,11606.992782623105,1762.5233263845657,32.17,2.593912843251261
59,1617.93,12,29.05,13,35.78,6,7.37,24.73,9.27,23.62,226.02,188.92,501.02,273.17,18.92,34.09,6.57,122.81,3229.7,104.89,983.4282816610867,63.34445586728717,7884.685916252048,2519.629827997747,21.29,2.051336100686525
60,1070.19,6,23.17,1,74.4,15,15.56,145.99,18.39,10.71,53.2,477.74,400.02,450.13,25.2,19.0,14.52,92.83,8343.43,144.82,808.4868340522536,44.366765921007115,12810.873411769928,5546.857144586602,9.0,2.3268307661154504
61,1174.32,12,81.42,12,56.68,3,24.94,149.76,12.06,18.39,200.37,481.07,216.41,169.02,64.86,13.41,24.37,110.99,8300.97,112.24,1302.7391452421105,124.12696547494487,11597.548111605181,2111.114537130257,28.51,2.4515301344262523
62,1662.78,9,91.78,12,30.13,2,23.45,88.72,32.04,8.95,53.33,255.59,155.79,518.58,39.27,52.18,10.77,27.2,5700.61,79.16,1000.6865611944246,96.10635121135732,10230.371089625121,2429.6672942668124,20.8,1.8146430207975597
63,1560.41,14,36.59,15,43.83,4,7.62,70.32,19.03,24.78,170.96,234.35,265.01,439.06,16.91,36.1,22.31,89.06,1630.05,76.88,687.6840742197883,74.33477092816327,7755.969516630884,2402.9882180376785,22.54,2.1761795826074595
64,2357.52,13,24.21,8,32.07,9,5.78,148.16,10.74,4.71,188.01,557.09,579.83,438.12,61.41,47.62,20.51,27.73,1670.83,30.8,588.9239942174426,40.22170475426339,7479.848088015876,3088.4590477163015,15.01,1.7378437818460581
65,494.53,9,53.42,8,26.41,14,16.48,59.14,10.54,4.22,54.48,714.95,284.9,516.45,42.47,34.9,24.98,91.56,4755.38,27.55,893.5554516931359,57.08847273938993,8701.413877226847,1455.6770758687858,54.87,4.006698935986626
66,2316.44,4,24.89,11,51.33,13,21.83,36.96,20.49,23.08,181.49,206.96,211.71,210.02,27.98,28.58,17.46,35.67,8524.59,118.46,479.709143746548,38.39015524972538,11497.803288628982,2743.4267095136493,14.88,1.8272903160116345
67,1257.4,9,66.57,2,30.73,11,13.06,62.85,8.79,23.16,51.03,634.87,584.09,333.21,35.77,33.18,10.03,104.12,5629.1,37.05,639.8969583664341,63.315125158190796,12685.281323589286,2785.086845183679,17.63,2.6653595281202525
68,1403.0,9,81.65,13,51.45,14,18.55,40.41,25.28,7.73,236.76,716.03,252.67,385.47,48.03,69.94,6.09,50.98,2055.1,35.13,862.7291928355097,110.20930095222447,7739.671207597046,2225.2263657068597,24.6,1.7922391615298476
69,1602.59,11,99.74,8,58.29,14,21.15,92.62,6.27,18.25,225.89,726.13,101.76,638.19,54.95,16.3,15.29,114.86,3658.5,60.12,846.4107741541472,121.89836917609956,9096.546194065737,2327.1977909717402,21.34,1.8158672135852165
70,1187.55,5,48.45,11,72.81,13,13.62,50.15,30.7,8.9,134.81,227.27,214.45,571.82,22.6,17.29,10.78,53.09,7551.33,104.52,394.21614352394806,64.6330865448336,10259.331309934249,1850.0681059441513,26.78,2.258899347608535
71,922.85,8,89.91,8,51.99,10,4.96,89.92,24.66,4.82,142.96,317.7,554.89,463.27,70.22,22.06,8.25,75.33,5451.09,121.86,712.5399248688761,87.00244138986709,8473.354603126689,1859.5915387696134,34.12,2.782630105319481
72,2137.86,10,39.87,1,19.2,7,10.52,96.24,15.18,24.03,135.76,550.58,352.35,606.52,44.68,22.67,6.43,94.22,5009.8,145.35,280.2430422338568,46.99988930529239,13098.811738990997,4006.574779570847,9.42,2.3014268740426354
73,1420.19,12,43.38,5,74.06,11,4.67,131.69,32.57,19.19,74.12,405.33,154.47,606.51,32.45,19.24,4.33,33.35,8179.13,73.94,537.5082419623542,69.80008578721143,12862.120513647189,2140.3351414872786,22.59,2.3998947788382203
74,2255.41,6,81.92,8,54.16,2,15.02,24.5,36.52,20.34,290.43,508.51,493.68,216.1,68.79,24.77,11.47,80.1,5304.36,128.4,617.5616992135226,61.364308450624634,8797.57343150085,2669.0091534827393,15.03,1.6724445303419506
75,839.43,4,80.77,3,55.11,12,19.78,140.78,33.3,4.26,255.41,134.28,592.99,637.5,65.13,54.03,24.66,68.11,2788.4,138.36,851.4980117927029,48.814760928165256,5748.6482924373495,1388.8305270734343,27.7,2.176550880952186
76,2072.36,8,82.49,15,57.42,15,10.49,94.78,13.03,11.35,62.29,324.72,253.35,139.7,26.35,69.85,22.72,138.07,2782.37,83.15,888.4602841894131,79.67714611772412,7434.665840062383,2571.730163950318,16.79,1.7014254273545124
77,2029.95,10,41.05,9,33.07,15,12.19,124.96,17.77,20.62,200.2,202.37,534.89,565.52,22.13,22.2,11.42,38.61,7147.07,73.48,422.52995671391744,59.2809897230415,11231.139619388012,2468.431396745505,16.91,1.8537158968576133
78,1266.82,3,66.96,14,64.74,1,15.96,71.85,24.3,18.14,110.56,569.8,533.83,703.41,19.18,70.85,10.12,84.65,5039.35,75.18,525.436446977168,62.250368504119656,7188.866098567579,1762.5898488123817,23.1,1.5859229221975182
79,2307.85,14,105.23,2,14.25,10,6.64,84.19,9.25,17.05,203.94,190.05,576.57,672.03,64.77,71.46,4.95,140.55,5205.61,118.27,495.9879356309976,87.80740811468458,10642.35261538555,3053.0380365024803,13.5,2.0961725582450015
80,1927.17,1,21.46,1,49.47,4,8.7,104.4,29.48,7.25,124.13,503.59,410.46,460.17,48.71,59.07,11.35,34.17,5134.69,90.28,282.0268640064562,22.283196479030078,6951.168241748007,2675.6900525363826,7.11,1.1361373512071862
81,1298.52,1,104.19,4,50.46,3,14.56,82.64,14.76,4.95,228.74,377.59,262.38,601.01,25.05,24.49,12.98,135.11,1761.13,28.14,295.9884968512617,27.589430690671232,3132.9723887073615,1110.4843426292255,21.59,1.015983376941878
82,2470.09,10,38.57,13,73.75,11,23.72,52.22,35.99,7.04,138.61,663.48,148.68,598.65,20.69,37.71,13.61,88.0,3887.66,108.79,549.3729106517164,73.1908995455994,8913.170112568827,2707.560355864991,13.99,1.6422145678530216
83,1053.83,9,77.45,1,31.37,7,9.2,135.89,17.71,16.51,190.3,557.57,363.15,506.63,67.96,72.43,7.29,27.75,4951.53,112.87,614.4369628960718,67.17644281743276,11762.023532346531,4492.928248511295,11.72,2.498807796538262
84,1918.03,3,88.81,14,67.69,6,19.44,105.75,14.91,21.64,144.63,381.96,274.59,328.09,46.47,38.8,21.55,56.23,3792.56,70.16,383.2150342198679,54.80246081433968,6070.074104508713,2171.279267640929,15.96,1.4207694600412337
85,488.15,14,61.74,8,42.12,1,20.65,53.14,11.6,15.03,177.68,169.49,579.41,314.54,14.84,30.23,9.1,104.06,6482.54,131.66,1708.129074140241,98.95192771163747,10413.621695399182,1708.131773351786,47.06,3.609247382303777
86,1675.55,3,76.17,3,35.47,1,20.67,144.89,18.73,11.19,117.15,335.73,579.26,666.35,59.37,63.29,22.11,40.36,7130.55,65.44,269.00431060174594,34.83246437658759,10347.014693025507,2392.7194219901953,14.12,1.5588133274702873
87,1582.6,1,34.29,12,42.29,6,7.96,91.93,29.02,10.33,48.86,150.09,541.43,469.59,27.69,37.05,8.18,64.16,6675.71,65.82,339.2325706913048,26.491698695356057,7177.546804729627,1226.9973443561084,18.18,0.9987871432771636
88,824.78,15,83.06,11,55.4,8,6.57,45.78,12.49,5.27,218.54,505.05,528.39,694.4,46.67,31.81,22.68,139.51,7769.84,33.57,1075.3784058948665,144.14471051629428,12042.78728819938,1512.2433001284194,40.75,3.131382371342656
89,1593.04,4,87.09,12,13.24,12,22.92,122.06,15.32,7.72,286.64,682.29,559.51,591.62,32.68,31.28,10.88,72.49,5627.5,138.62,494.65435756287195,54.45414311685643,7717.906742489526,1790.147590099458,18.8,1.4494861506789574
90,1170.08,2,67.0,11,38.36,8,6.63,112.18,19.09,4.01,259.02,440.34,443.0,644.36,15.94,19.6,11.69,138.11,8003.23,107.83,568.5794836635118,44.96524504669863,8605.002067065934,1069.651929441319,24.09,1.1899834478095088
91,984.53,6,95.43,14,30.43,8,23.0,59.81,18.55,16.05,258.72,677.7,372.36,621.53,16.22,36.31,9.6,93.19,4282.91,111.29,1106.8304204636866,97.48691262025307,6902.168834686118,1820.6536077343953,30.75,2.2219065432345904
92,1645.2,15,51.11,2,33.02,10,22.01,28.41,26.06,4.89,98.66,432.77,327.88,325.06,13.75,37.3,24.84,93.26,3322.2,149.13,371.032835779094,50.56256113970058,8884.449603921046,2434.6255860491515,20.27,2.0442330808615954
93,2444.83,10,61.41,9,39.39,14,5.19,146.48,30.07,4.69,299.88,214.25,525.48,269.27,24.1,14.85,20.85,145.7,5837.94,43.45,575.2333247291461,63.570549050044775,9521.177423844152,2512.411382041155,13.96,1.5236850598519898
94,894.28,15,86.23,12,14.88,2,9.5,95.1,15.63,24.41,251.67,670.15,334.65,442.98,22.13,32.97,6.98,87.59,5192.58,76.1,1566.7159170140806,135.91319082433162,9517.36353560196,1796.0956133229824,37.21,2.7790522328900753
95,1521.69,1,39.37,14,35.98,7,14.01,44.38,30.98,12.75,173.99,301.62,279.39,470.84,28.81,53.75,4.64,141.44,7291.39,84.54,410.63353184239486,32.477197457461656,7609.161945642479,1109.467234725334,18.74,1.031033609069221
96,1911.94,13,69.81,12,42.86,14,18.38,35.68,34.64,8.88,94.57,206.13,568.91,383.84,21.88,53.68,4.25,142.28,5047.83,29.81,879.4196214841345,80.73419987481199,9480.172544381425,2220.6622518650324,18.23,1.745730723100146
97,1797.81,2,67.09,7,73.64,11,19.68,28.2,17.03,18.43,90.59,377.33,124.5,125.21,29.08,35.69,15.44,29.7,6754.69,75.14,312.1534911336509,40.39432651861764,8792.867245911233,2196.5026861109213,17.68,1.5300359802991892
98,2357.86,12,24.82,13,30.34,15,11.35,59.24,15.15,12.28,53.92,274.92,308.98,539.85,47.69,13.67,9.86,144.33,4632.51,135.79,318.0721259720552,42.15196872948128,9160.534624207809,2735.76626512174,14.81,1.739005869495964
99,1448.04,12,66.38,9,73.25,15,15.93,60.14,20.73,16.81,109.96,314.95,232.22,709.82,35.81,14.56,18.75,136.12,6154.11,99.49,879.0862094928614,102.8630784050637,10656.790716087462,2231.0905979408967,23.62,2.1214631886049924
100,2131.93,2,45.3,9,14.71,9,16.53,123.57,27.68,7.99,119.75,516.44,398.36,747.34,43.62,43.13,24.55,64.56,7482.9,75.47,435.11478043356095,37.52256762004976,8955.408419002199,1982.8786568282526,13.81,1.0415121097459572
101,2357.6,11,92.16,6,49.25,10,23.38,133.54,36.66,8.72,219.59,416.77,546.98,365.89,34.34,33.86,11.79,55.55,7625.25,83.29,572.3045284006623,101.20542231112726,11556.034693403035,2775.5692635693963,14.66,1.8214213564070663
102,728.62,9,95.85,9,30.73,2,13.74,136.31,37.29,9.09,135.08,610.91,561.82,701.01,22.23,57.72,7.07,30.82,5771.57,38.32,1071.9547991481322,92.35559165822056,8198.359928447559,1399.0882592217208,40.43,2.49547064446243
