scenario_id,arrival_rate_mean,res_AML_Investigator_amount,res_AML_Investigator_cost,res_Applicant_amount,res_Applicant_cost,res_Appraiser_amount,res_Appraiser_cost,res_Clerk_amount,res_Clerk_cost,res_Loan_Officer_amount,res_Loan_Officer_cost,res_Senior_Officer_amount,res_Senior_Officer_cost,el_node_fb6142cf-431e-49a2-8278-0ab153e033d9_duration,el_node_72f9366b-1a12-44b3-9d62-12151a3c986b_duration,el_node_b7b69815-2300-45c0-b795-b10641e4997f_duration,el_node_e96c5ddd-ce95-4d1c-b20e-4236a5ede724_duration,el_node_4aac3e09-f63b-4091-b1dc-382ae5799d24_duration,el_node_ec71f837-04b3-439c-8f5b-6c03f40ba4a9_duration,el_node_3fd5220c-2503-4b5d-a543-78dbeee830c9_duration,el_node_2dee630f-fe8e-4719-8b0b-546b1310b27d_duration,el_node_4eb5f5ad-92ef-41f7-9814-f2df60a90301_duration,el_node_a9e6f8b0-d94c-42cc-ab3f-ed02e0faa62e_duration,el_node_a265a23b-82f9-446b-8167-ad6c1655e313_duration,el_node_74bde187-ed90-4355-a7b0-2229bd9210e2_duration,kpi_total_cost,kpi_std_total_cost,kpi_cycle_time,kpi_std_cycle_time,kpi_waiting_time,kpi_std_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
10006,1276.87,5,25.34,2,39.08,3,17.32,11,28.8,2,48.28,3,40.07,169.36,1337.03,7518.97,1613.41,131.96,155.15,128.04,3914.74,1118.35,587.36,1094.76,651.18,40.79742857142858,0.7121233487715072,114687.07641272228,6389.797280831232,115379.60902069148,6691.7397762663895,35,True,True,True,True
10021,1344.69,4,43.09,1,27.94,3,42.5,14,29.61,8,37.37,2,10.25,347.43,847.99,1515.83,855.32,222.94,243.91,649.81,2688.09,1250.23,893.47,1999.41,1298.84,46.7337037037037,0.6498470124584244,82692.29565185572,3763.3246031007216,80220.55379464693,4022.0567097314192,27,True,True,True,True
10032,3532.62,4,25.97,1,49.83,2,42.08,9,48.89,4,33.48,1,10.33,323.51,1175.21,6588.47,1656.28,442.95,256.71,419.93,735.44,1053.69,554.24,1024.52,1921.13,23.58420289855073,0.27098624773604857,93580.47049070682,7156.8723449013305,89376.77035406775,7387.279918564431,69,True,True,True,True
10028,1572.6,1,15.49,2,22.6,4,37.68,3,25.99,9,12.08,2,10.92,206.23,2931.51,6214.6,1760.92,127.59,163.92,688.79,1500.59,1418.49,176.11,1196.62,684.71,16.266099999999998,0.7257011865232218,159211.69755434984,44345.89401072349,156926.98723226963,45829.70002730795,100,False,False,True,False
10034,2443.31,1,32.78,2,36.26,2,34.99,3,43.56,6,27.1,1,19.88,138.75,1780.81,6970.46,1891.2,329.09,161.33,173.97,3254.77,1172.2,506.82,2079.91,508.23,12.624600000000001,0.3445636092335939,179692.27211172145,34775.90725014618,175455.34317339442,36147.239085875866,100,False,False,True,False
10014,1238.56,4,22.93,2,47.08,3,49.67,7,31.5,8,22.43,4,22.53,175.38,1792.01,6466.98,986.0,162.85,190.58,707.13,4403.24,1152.64,837.86,1439.39,1798.19,32.90615384615384,0.5788567293572496,148921.41346318737,9720.175000685953,156026.84339825844,11078.164194692456,52,True,True,True,True
10005,1470.45,3,48.99,1,38.86,1,24.27,12,34.65,9,30.94,5,8.61,185.21,3283.36,3791.77,313.45,195.72,239.48,608.72,2656.24,635.38,549.29,1469.94,563.36,25.213300000000004,0.2651892977409978,53663.80292803984,7018.6826949721735,47737.70570793316,7719.003873386887,100,False,False,True,False
10027,1628.83,1,44.08,1,28.75,1,30.76,14,15.3,7,15.15,4,9.65,302.63,2389.87,8709.31,436.41,487.07,75.37,509.06,1862.22,871.43,288.24,842.17,1282.1,21.1796,0.41329647929540825,43507.84159385436,5483.836937520845,38933.18079966309,5919.727203390027,100,False,False,True,False
10038,3245.27,1,34.84,2,39.1,5,47.04,20,22.45,9,25.68,1,16.65,341.12,1336.85,6785.23,1714.59,541.05,234.26,507.87,3676.74,1199.69,398.45,450.64,1175.29,15.458,0.3103793703443473,54276.11152940203,5143.695800778851,47924.157895014396,6054.357345520321,100,False,False,True,True
10041,2514.91,5,22.06,1,31.51,4,13.98,10,18.65,2,25.37,1,26.31,292.3,1694.79,8745.03,1374.62,539.91,132.63,492.48,1696.53,806.1,337.14,2138.99,1651.99,27.285000000000004,0.15514000468167957,293307.7210352888,8525.462706511475,289918.19406060467,9666.030578634342,20,True,True,True,True
10043,3005.8,4,10.72,2,49.38,4,13.82,8,45.9,2,46.01,1,9.65,68.99,965.74,5732.17,1876.34,393.41,189.64,451.33,1417.18,349.83,980.28,1798.24,932.65,24.474285714285717,0.3884529756427588,255594.46862713384,10614.14440869612,249719.1727466459,10852.073101802189,21,True,True,True,True
10044,2544.18,2,16.32,2,23.03,5,32.63,8,31.98,9,49.35,4,17.35,219.36,2013.68,6519.09,1398.84,633.11,102.14,273.8,761.0,1170.9,889.54,499.64,619.73,34.3172,0.395490412863152,91873.51776757165,3625.0567270352913,89789.79163071657,4307.701240136674,25,True,True,True,True
10037,2262.23,5,43.15,1,48.99,2,8.27,17,49.47,6,13.2,3,21.92,115.41,3058.62,2060.48,1255.64,517.34,158.81,374.17,3720.63,988.72,778.66,997.91,775.02,23.886190476190475,0.41445038837472864,61062.3376556359,4313.520633782546,59390.04917491695,4646.444484255172,63,True,True,True,True
10030,1613.64,4,43.56,1,45.27,4,13.92,11,14.62,6,31.12,1,18.68,134.43,2382.44,7896.2,392.35,262.32,114.11,390.02,4197.67,1527.52,215.24,732.43,2222.07,31.20145161290323,0.3146939537162299,90221.43742482261,6817.560683653913,90694.7108126514,7062.453865790799,62,True,True,True,True
10020,1183.89,3,24.22,2,13.23,4,35.69,4,30.08,10,27.76,3,20.5,119.07,4250.63,3790.08,1460.72,251.86,224.11,340.85,1481.77,1375.56,893.24,1487.55,781.34,24.0525,0.4429615096031472,179752.7112350875,38202.963970146026,178038.16250773307,39546.29647617497,100,False,False,True,False
10010,1239.84,1,38.49,1,49.78,2,23.21,20,34.1,5,22.57,1,28.86,209.98,978.02,2707.46,495.86,373.83,95.67,687.15,3743.23,865.65,337.21,1863.79,888.59,31.073,0.4942160407650635,57054.28652320014,8609.571376756649,51777.76801328465,9049.44828508938,100,False,False,True,False
10042,2693.98,4,45.81,1,20.95,2,44.12,8,19.13,9,45.83,5,35.31,245.02,2904.84,5537.07,1535.78,111.64,250.79,170.24,3347.14,507.95,564.13,914.55,2024.63,21.622567567567568,0.45887910130954945,73722.43127065268,6068.485718122998,70144.97309376998,6031.454851701569,74,True,True,True,True
10047,2521.35,3,17.62,1,15.65,4,35.27,6,34.31,6,39.83,3,28.78,202.96,4196.85,6626.76,1208.78,210.81,139.86,199.19,2786.66,1128.0,496.08,1006.03,700.61,24.0078125,0.38842722052549444,97731.50423364996,5080.32257033324,98153.15331129002,5404.800871983627,32,True,True,True,True
10045,2766.4,1,43.36,2,18.34,4,10.27,7,49.98,7,14.57,1,34.21,82.93,936.96,6194.81,1613.43,295.26,226.72,567.37,3638.44,1055.58,922.56,804.17,939.82,17.6375,0.2970167325150881,72505.2605582764,7066.142398325661,65987.67654700506,7337.590483083045,100,False,False,True,True
10016,1201.66,1,18.06,1,22.39,3,45.41,7,17.0,5,18.98,3,19.01,190.53,2455.63,7413.5,1226.7,318.27,87.53,442.52,3656.67,607.01,833.28,1859.86,441.19,25.975099999999998,0.3534919455313735,97829.26564987877,8520.001215639004,93750.49219482791,9429.805507160192,100,True,True,True,True
10049,2358.38,2,43.64,2,21.67,3,25.91,14,32.9,9,13.22,2,26.77,324.59,4508.01,2272.93,797.16,408.81,199.84,693.06,1930.13,706.48,993.63,2162.04,1788.11,22.898125,0.3277925927640336,72006.08995361971,3680.321797650319,67588.05374724997,3689.855918019334,32,True,True,True,True
10012,1147.41,2,43.76,1,12.34,5,33.74,7,21.11,8,39.57,4,9.26,173.6,1088.5,6123.07,1916.0,108.44,245.71,748.8,2190.01,1242.87,180.62,2264.65,861.87,30.6402,0.6056951595172494,182422.8252505655,27984.292842928993,181315.0203660256,29084.59871217373,100,False,False,True,False
10036,1124.06,2,23.07,1,38.92,5,17.85,12,45.87,4,10.76,2,26.85,226.56,1910.63,3602.14,1264.96,556.28,217.81,690.21,3679.56,1426.89,808.8,1197.2,1903.22,35.76857142857143,0.46650005321711174,106765.53598549344,6736.7728799836,109600.40305531757,7001.480853339707,42,True,True,True,True
10053,2028.96,3,9.96,2,8.68,5,45.72,12,19.71,7,16.43,3,27.36,327.99,1743.2,5675.23,355.59,142.56,213.81,324.91,2524.35,1292.18,388.57,799.36,1701.85,33.71363636363637,0.644761671965978,71990.48330018607,3751.8471410779553,67920.81495747277,3776.963832091692,33,True,True,True,True
10048,2428.19,1,26.91,1,35.91,5,34.74,14,21.78,5,32.7,2,43.78,227.8,3737.24,6507.37,1381.89,108.13,267.59,320.53,3661.99,466.49,548.22,2106.24,1428.31,18.246599999999997,0.2448715185685355,64115.666330249354,7422.641211172401,55621.05434192882,7420.651155610036,100,False,False,True,False
10046,2265.33,1,49.84,1,10.71,4,10.9,18,17.02,8,24.76,5,20.33,164.14,2974.8,5479.32,1169.04,232.52,166.97,465.78,1306.13,793.85,807.31,1028.93,1735.32,24.9916,0.972820246665967,63267.16039959261,6053.392965256207,59843.01797294275,6275.128279789562,100,False,False,True,True
10054,2711.2,4,8.51,1,48.38,3,19.2,16,45.94,5,42.74,4,27.43,291.39,3637.46,4379.32,554.51,516.04,227.77,588.2,4558.85,1409.89,595.25,637.24,1612.17,22.248139534883723,0.2946204646009564,78890.89860711957,5005.3043726570595,79642.91684899267,5107.62889024502,43,True,True,True,True
10052,2308.87,1,31.73,1,8.86,1,25.95,5,19.64,5,32.82,1,10.63,81.35,2530.75,7552.73,320.09,250.19,246.08,327.05,4132.36,904.92,253.55,2086.01,971.54,14.7611,0.2290908469616718,61733.05254442512,9186.074160207558,56273.77992229076,11039.146959750728,100,False,False,True,False
10040,1862.11,3,12.02,2,21.74,2,41.11,20,36.51,6,17.1,1,24.78,102.51,4383.59,8106.98,347.77,333.84,258.67,320.98,4002.87,1098.13,270.2,1725.81,721.7,22.2754347826087,0.30902687760867587,67520.17293586959,6488.431408496147,65391.27789150817,6075.20673406908,92,True,True,True,True
10039,980.69,4,23.44,1,24.43,5,19.27,12,19.79,7,46.31,5,25.64,284.25,1619.4,1598.57,719.79,531.91,121.03,267.31,2639.37,1138.99,913.23,1235.82,1716.1,53.8888,1.109644537678621,90613.32714668923,4088.7715935451633,90173.34801457742,4364.161715874324,25,True,True,True,True
10062,3190.24,4,47.66,2,44.98,2,34.07,15,18.02,8,25.71,1,32.86,356.61,3658.25,2079.51,1741.58,531.07,150.75,351.52,2691.99,1493.95,239.63,1782.66,2287.49,18.682,0.30749775900788606,80506.72754447481,4990.284448167858,77149.8560719066,4515.268028349461,40,True,True,True,True
10061,2416.16,1,38.1,1,33.44,1,28.3,8,14.99,4,45.9,3,37.57,136.75,1294.39,1499.62,721.04,234.93,66.21,692.58,1598.25,1414.93,347.27,1973.78,1681.22,19.5422,0.7572925992032942,60950.215887055994,6777.39593552707,58245.857928264086,7626.831386619576,100,False,False,True,False
10064,3518.55,4,30.7,2,19.88,3,18.15,10,25.98,7,18.98,2,39.11,277.47,3166.42,6662.39,847.39,428.27,182.37,416.93,998.2,456.36,773.93,645.83,2277.7,22.037341772151898,0.4025900404488591,90860.14006878412,7391.9488929321615,84756.20517814808,7531.193179690462,79,True,True,True,True
10050,1726.49,1,30.35,1,32.55,4,34.27,9,46.81,5,41.83,2,12.32,63.37,3786.3,6561.4,575.6,570.27,228.28,657.35,2449.79,667.8,571.73,1014.12,680.27,22.9447,0.33698441351121117,52790.51568579607,5390.775605007852,46040.99751460392,5456.914776539224,100,False,False,True,False
10058,1530.16,2,34.19,1,27.23,2,21.69,14,46.29,6,11.48,5,33.4,292.67,1907.12,6375.6,1291.87,548.34,217.06,369.99,1302.5,751.13,797.48,1843.24,1561.83,33.119375,0.7128617969069191,61956.48413823467,3989.6883688551998,59893.86885550583,4093.7079771651624,48,True,True,True,True
10060,2083.92,2,40.64,2,27.2,2,14.51,9,38.42,4,12.61,2,19.04,249.29,2414.19,8189.69,1572.76,205.63,263.62,435.05,3257.27,393.98,707.55,655.27,642.65,22.28333333333333,0.4369261009263268,62321.04365322754,5541.743532153758,60344.23323014107,5554.822655465317,84,True,True,True,True
10059,1579.08,3,26.93,2,29.62,3,15.92,15,38.99,4,30.56,1,38.96,193.0,2882.08,2730.08,1176.0,423.73,52.32,125.89,4166.97,1286.02,946.77,1726.57,383.96,28.453157894736847,0.4338146650179513,66465.36911025482,3916.5048883542654,68889.59785740686,4103.088100232667,38,True,True,True,True
10067,2575.47,4,28.33,2,27.26,3,32.14,12,27.58,7,29.45,2,45.36,81.45,3151.1,8502.1,763.45,579.71,49.77,637.09,3729.85,613.91,788.4,1227.12,1494.56,25.084814814814813,0.4557949131451587,77342.06383963714,3629.92619845398,75989.27729293113,3739.9994650292265,27,True,True,True,True
10068,3152.91,2,35.75,1,14.04,5,13.24,15,44.02,9,22.1,2,19.25,202.05,3068.45,3173.26,1789.91,535.15,162.93,359.62,3816.61,852.41,928.51,1112.11,1189.48,19.00088888888889,0.36137881297143937,69142.34713839412,4160.409131795213,62888.61451090242,4155.745616555385,45,True,True,True,True
10069,3481.97,2,22.49,1,20.28,3,49.45,4,17.92,9,19.89,5,39.01,135.07,4121.02,7829.93,738.13,635.37,77.1,175.76,4342.48,1148.49,411.73,1614.6,2033.34,15.007222222222227,0.27346426531178775,96595.19214219743,6596.742676548131,96752.86434986189,7056.992584861361,54,True,True,True,True
10056,1936.62,1,41.04,1,10.55,3,38.74,19,25.85,6,39.48,1,13.53,199.49,2620.3,3586.22,1351.81,414.32,167.51,734.78,2245.23,932.02,760.85,2121.99,1293.67,22.662999999999997,0.5164554798104698,62195.32116055584,6212.591524325011,55122.663236929875,5915.974990430974,100,False,False,True,True
10024,966.09,4,35.32,2,9.86,3,49.17,18,17.27,2,28.35,5,22.12,110.54,4413.71,1967.07,827.93,256.93,248.98,639.56,1955.01,531.89,676.3,1419.69,1926.63,42.79326530612245,0.5206982001565384,61481.95992688273,4103.164039626094,59525.97819044472,4128.571135981343,49,True,True,True,True
10051,1437.63,1,47.34,1,26.99,1,11.11,8,48.0,4,41.02,2,24.41,148.14,4407.63,1702.49,1512.7,508.99,101.92,454.46,1658.12,1013.83,485.02,1282.23,2021.11,21.1567,0.4168885590983166,98391.22871982692,14841.862877078214,97319.69349253165,18099.111438971646,100,False,False,True,False
10055,1520.53,1,17.96,1,10.66,3,20.91,7,34.94,2,48.08,2,47.32,314.9,1995.01,6887.0,336.18,143.92,101.2,297.74,2896.48,483.77,994.44,591.91,1590.79,25.502799999999997,0.35831840701822837,48338.443688995896,5621.857374960386,42409.39296970928,5794.775870363759,100,False,False,True,False
10073,3280.21,5,33.73,1,17.36,2,21.94,19,42.35,4,46.53,1,19.22,326.43,1435.94,2660.57,423.1,268.44,256.09,346.58,4506.92,1354.06,421.22,2088.5,1115.3,24.234342105263153,0.38340347947061654,121689.02992631064,7116.841722651967,130965.80030094362,11400.02548052509,76,True,True,True,True
10057,1740.06,1,15.87,1,14.88,3,35.67,7,28.87,9,32.96,2,25.04,218.4,4436.99,8437.9,1845.64,385.4,193.36,512.57,1863.22,376.4,757.76,2204.95,2084.22,21.2557,0.4143225089397649,86803.52237587037,8108.252895578035,78672.90969995208,8548.28951421112,100,False,False,True,True
10074,3008.79,2,45.58,2,49.47,2,22.48,8,33.34,2,23.76,3,45.6,164.91,1449.31,8048.59,1642.37,552.45,233.61,649.88,1874.98,1063.2,223.17,1333.18,1190.29,24.499900000000004,0.6854188353101918,105916.27429693996,17269.698691020967,106513.93681761663,20165.106899038896,100,False,False,True,False
10076,2680.68,3,30.31,2,40.36,2,24.44,14,10.64,6,39.5,4,31.55,287.35,3458.82,8720.34,1051.04,135.06,227.76,211.03,1707.47,1126.14,928.09,1038.98,1192.29,21.486406249999998,0.4380272050241512,71711.63468124776,4404.944760878826,68518.15291706355,5424.164794944869,64,True,True,True,True
10081,3186.29,2,9.35,2,38.33,4,34.87,5,22.85,2,43.04,5,44.43,253.92,741.46,2254.63,1571.61,269.56,274.4,647.37,1685.59,1354.47,996.85,1175.16,1469.42,23.909499999999998,0.4436769572833847,154663.81769314292,19457.654745508422,151867.41930559708,19307.835651896243,100,False,False,True,False
10072,1689.88,4,8.09,2,22.2,5,47.66,15,21.02,2,26.21,4,44.65,72.98,2680.58,5256.2,1211.09,494.23,142.7,371.49,4000.85,727.06,970.26,521.22,2296.48,33.919375,0.4101686317255531,76010.55276020811,3578.8985230415747,72045.64134524856,3973.1855213725707,32,True,True,True,True
10077,2048.43,4,23.39,1,44.32,1,24.02,4,26.01,6,30.34,1,31.24,317.36,4174.7,2828.42,663.49,274.58,163.9,218.68,1001.87,1059.42,361.69,2024.45,2014.17,20.652200000000004,0.37308048797149723,116103.35995074429,10293.031332733162,109348.53166289993,11417.512802943746,100,False,False,True,True
10078,2523.86,3,41.31,2,26.18,3,8.0,17,42.17,2,49.38,3,31.67,289.83,4082.13,2699.97,1480.47,135.77,110.33,623.07,3722.44,593.72,906.28,1971.39,1075.4,22.09627450980392,0.3608654086183029,80659.52302860431,5680.096760674515,78756.36431726982,5563.507851349258,51,True,True,True,True
10071,2107.62,1,17.65,2,31.94,1,44.63,18,22.87,2,22.14,1,34.65,259.96,1937.98,6544.74,391.36,586.39,216.57,656.02,4069.14,1300.89,391.69,2217.9,897.22,17.0333,0.3149348337274706,58941.44138494543,8373.721974710284,53347.61458768012,9295.11623986019,100,False,False,True,False
10065,1399.8,5,28.76,1,28.74,5,35.17,3,17.17,10,45.56,4,44.72,203.51,742.45,5021.36,652.98,503.63,96.98,602.74,3500.74,500.86,780.15,1573.78,766.0,35.952200000000005,0.8971431425262181,193881.29444092888,19599.120463048937,189442.78058996957,20021.754315743277,100,False,False,True,False
10033,1213.3,1,31.54,2,43.6,5,21.98,17,47.85,8,24.66,3,41.98,165.72,3629.97,3329.16,1277.19,552.74,154.9,633.01,3047.31,1482.15,375.62,922.35,752.81,30.095399999999998,0.41984946797343414,66195.7413933829,7076.23785012191,64504.8892245101,8515.91964404902,100,False,False,True,False
10082,2458.64,3,29.1,2,25.06,2,16.9,14,13.24,5,22.12,5,17.18,66.47,2064.16,2299.33,1907.31,545.06,196.04,743.2,2443.69,1216.21,908.59,1217.19,411.68,25.42795454545455,0.6105833259153375,65853.27159784547,3940.029783582951,66208.5252851371,4321.470911854673,44,True,True,True,True
10063,1500.78,1,25.35,1,41.47,2,15.57,16,28.6,4,39.86,4,27.89,152.64,2012.79,6509.94,1423.15,183.75,183.18,576.34,1038.52,1005.34,498.81,464.01,885.42,29.388315789473683,0.9100557063047446,50047.42947302412,4003.4732583485156,49943.26675472378,4899.428899145222,95,True,True,True,True
10029,1039.5,3,17.75,2,33.61,3,21.58,19,20.86,8,13.2,5,13.55,218.61,1837.75,4664.77,353.34,265.73,202.32,323.18,2170.82,1011.25,399.45,1344.07,1159.9,45.86467532467533,1.0235857822992762,60390.6681113977,5239.873506898714,61976.572565325245,5453.54584825346,77,True,True,True,True
10089,2724.18,4,20.29,2,18.87,3,38.98,18,26.17,5,19.51,3,9.96,241.88,3632.19,6657.89,819.57,303.82,264.07,503.69,4537.57,814.51,714.02,2258.63,448.89,22.326999999999998,0.37261663663172195,77987.91765739382,2673.164925759075,76755.9037580824,3055.842488140228,20,True,True,True,True
10086,2310.74,5,20.28,2,20.14,5,38.84,14,32.67,3,10.03,1,39.65,273.52,3797.89,7616.8,374.86,509.03,88.23,628.94,2185.27,974.29,255.29,767.87,1823.11,31.1404761904762,0.34895630015702533,91901.84244056923,5082.133906682201,88204.63071862391,5618.570979260166,42,True,True,True,True
10085,2137.96,2,22.13,2,26.3,4,29.76,11,31.19,7,23.15,5,44.8,102.98,3686.93,7028.28,1834.67,357.97,95.26,151.94,1850.56,1299.24,283.09,1183.71,414.57,26.683658536585366,0.5393735074026207,79108.77540879247,4939.580998081314,79529.1798995111,4982.992861086048,41,True,True,True,True
10066,1598.88,3,39.77,1,41.59,4,26.1,7,35.71,8,41.65,3,47.1,123.59,1672.8,1804.63,1909.52,149.65,144.68,676.07,3331.33,1530.76,610.11,2184.91,519.19,28.5508,0.47890801714827125,174008.55529005063,17963.556017542243,175377.91373353222,19596.289109752215,100,False,False,True,False
10093,3236.34,4,15.42,2,29.1,2,47.47,18,19.46,9,31.62,2,49.07,72.19,4511.58,5790.32,618.54,637.55,184.47,479.68,1992.5,588.11,575.17,1398.28,1690.51,17.807380952380953,0.30849010359909923,67427.84218161047,3901.449435477104,61138.658232700654,3922.209798366503,42,True,True,True,True
